account_id,customer_name,age,occupation,monthly_income,income_band,province,account_open_date,bot_confirmed_mule,bot_flagged_date,connected_component_id,pagerank_score,triangle_count,community_id,two_hop_ratio,behavior_profile,device_pattern_cluster,total_inflow_thb,unique_senders,total_outflow_thb,unique_receivers,avg_hold_time_hours,risk_score
A-1252,ธีรภัทร ลิ้มประเสริฐ,36,office_worker,35000.0,30-60K,Pathum Thani,2025-08-05,false,,0,0.498821,28,0,0.0389,steady,627065225216,1053109.86,19,97168.69,13,820.69,0.194
A-1253,อัครพล รัตนกุล,24,accountant,15000.0,15-30K,Samut Prakan,2022-04-30,false,,0,0.476863,18,0,0.3448,steady,1486058684419,131893.85,15,148837.07,19,595.19,0.2717
A-1254,ชัยวัฒน์ พลอยแก้ว,44,accountant,80000.0,60K+,Chonburi,2023-04-28,false,,0,0.606252,15,0,0.0208,steady,635655159809,523663.11,21,48109.35,7,576.15,0.2148
A-1255,ภูมิพัฒน์ สุขสวัสดิ์,31,lawyer,80000.0,60K+,Samut Prakan,2025-01-15,false,,0,0.507998,23,0,0.0195,steady,1666447310849,480513.2,19,133011.12,17,669.35,0.19
A-1256,ภูมิพัฒน์ อมรรัตน์,49,student,80000.0,60K+,Udon Thani,2025-01-27,false,,0,0.424442,28,0,0.0025,steady,240518168577,1037841.98,15,122990.37,17,581.67,0.1575
A-1257,สุกัญญา เทพพิทักษ์,37,engineer,20000.0,15-30K,Samut Prakan,2019-06-21,false,,0,0.493314,22,0,0.013,steady,1468878815232,1011308.6,18,82757.32,12,683.56,0.2022
A-1258,อภิสิทธิ์ พงษ์สวัสดิ์,33,merchant,20000.0,15-30K,Nakhon Ratchasima,2025-10-08,false,,0,0.444359,16,0,0.046,steady,386547056642,81504.04,12,88417.52,14,855.33,0.1808
A-1259,ณัฐพล พิทักษ์,48,engineer,35000.0,30-60K,Rayong,2019-09-29,false,,0,0.473596,33,0,0.0323,steady,257698037762,457536.15,14,123774.91,19,577.39,0.1725
A-1260,ณัฐพล ศักดิ์สิทธิ์,35,nurse,25000.0,15-30K,Bangkok,2024-12-15,false,,0,0.51352,11,17179869188,0.1289,steady,824633720832,158990.63,19,121897.36,15,855.01,0.2363
A-1261,สุวรรณา แซ่ลิ้ม,55,accountant,15000.0,15-30K,Samut Prakan,2022-12-21,false,,0,0.402982,25,0,0.04,steady,592705486848,1054952.14,14,161263.82,21,518.38,0.1789
A-1262,เกียรติศักดิ์ สว่างวงศ์,46,teacher,45000.0,30-60K,Nakhon Ratchasima,2023-05-01,false,,0,0.666424,31,0,0.1191,steady,1683627180034,607756.98,21,176429.68,19,687.39,0.2543
A-1263,สุกัญญา นาคสุข,65,teacher,100000.0,60K+,Surat Thani,2019-10-04,false,,0,0.440032,18,0,0.0098,steady,1494648619009,803035.45,16,72702.32,9,660.3,0.1637
A-1264,ปวีณา แสงจันทร์,35,nurse,35000.0,30-60K,Rayong,2022-10-24,false,,0,0.606851,15,0,0.0614,steady,1597727834114,743438.22,22,58884.22,7,759.08,0.2282
A-1265,ชัยวัฒน์ ศรีวิชัย,54,retired,35000.0,30-60K,Chiang Rai,2019-09-09,false,,0,0.554272,25,0,0.0089,steady,927712935938,1383612.63,18,113730.13,17,782.36,0.1939
A-1266,สราวุธ วัฒนา,32,civil_servant,35000.0,30-60K,Khon Kaen,2024-06-26,false,,0,0.604041,26,0,0.0314,steady,1460288880640,1338300.57,19,148960.01,19,660.12,0.2128
A-1267,กมลวรรณ ศรีวิชัย,32,retired,20000.0,15-30K,Pathum Thani,2024-06-24,false,,0,0.479203,35,0,0.0436,steady,412316860416,855712.65,17,151339.44,23,597.51,0.2062
A-1268,เกียรติศักดิ์ ลิ้มประเสริฐ,35,lawyer,60000.0,60K+,Khon Kaen,2022-04-14,false,,0,0.774485,24,0,0.3436,steady,249108103170,116100.98,19,203067.5,21,747.4,0.3245
A-1269,ดวงใจ สว่างวงศ์,52,accountant,100000.0,60K+,Samut Prakan,2020-03-19,false,,0,0.584039,15,0,0.2236,steady,429496729600,116504.75,17,112107.51,19,665.94,0.2486
A-1270,พิมพ์ชนก สิทธิชัย,43,driver,80000.0,60K+,Bangkok,2019-08-16,false,,0,0.770423,20,0,0.0682,steady,549755813888,418114.0,26,89248.41,11,778.79,0.276
A-1271,นพดล อมรรัตน์,38,teacher,35000.0,30-60K,Udon Thani,2022-10-23,false,,0,0.521283,35,0,0.0344,steady,1340029796353,1124958.58,20,161373.57,19,583.71,0.2017
A-1272,ธนวัฒน์ ลิ้มประเสริฐ,68,accountant,100000.0,60K+,Chonburi,2024-04-11,false,,0,0.615275,26,17179869188,0.054,steady,438086664192,521357.86,22,105866.13,14,822.15,0.23
A-1273,ปรัชญา ศรีสุข,31,lawyer,15000.0,15-30K,Rayong,2024-12-26,false,,0,0.549948,27,0,0.0282,steady,1606317768704,236037.27,19,70541.56,13,666.23,0.2213
A-1274,สมหญิง มงคลชัย,46,teacher,35000.0,30-60K,Surat Thani,2019-11-15,false,,0,0.50446,12,0,0.0209,steady,1709396983808,812509.66,18,125014.98,14,757.04,0.1845
A-1275,เกียรติศักดิ์ นาคสุข,23,civil_servant,100000.0,60K+,Phuket,2024-07-31,false,,0,0.50085,18,0,0.2105,steady,1340029796354,153137.34,19,78862.31,12,771.81,0.2354
A-1276,สมหญิง ตันติกุล,53,retired,45000.0,30-60K,Rayong,2025-02-12,false,,0,0.460942,21,0,0.0983,steady,627065225217,449166.81,14,151510.43,19,670.16,0.1843
A-1277,ชาญวิทย์ สมบูรณ์,26,merchant,25000.0,15-30K,Rayong,2021-10-24,false,,0,0.624896,37,0,0.0227,steady,1391569403904,1980905.35,22,117202.15,13,756.8,0.2461
A-1278,รัตนา ชูศรี,70,chef,20000.0,15-30K,Nakhon Ratchasima,2023-04-18,false,,0,0.651928,14,0,0.0433,steady,1675037245441,937285.33,21,95064.37,12,765.59,0.2494
A-1279,ศุภกร นาคสุข,63,merchant,15000.0,15-30K,Udon Thani,2020-02-27,false,,0,0.455485,20,0,0.0217,steady,1090921693185,625349.95,15,134555.23,17,660.32,0.187
A-1280,ลัดดา วัฒนา,64,teacher,20000.0,15-30K,Chiang Rai,2024-09-18,false,,0,0.671078,45,0,0.0316,steady,1262720385028,1199970.49,24,119421.21,18,786.09,0.2653
A-1281,วิชัย ศักดิ์สิทธิ์,34,engineer,100000.0,60K+,Lampang,2022-02-24,false,,0,0.558154,21,17179869188,0.0102,steady,790273982464,663214.43,19,48369.54,8,696.22,0.1974
A-1282,กฤษณะ จงรักษ์,40,office_worker,35000.0,30-60K,Lampang,2025-09-10,false,,0,0.591652,6,0,0.1231,steady,987842478082,147715.03,16,80762.77,14,748.0,0.2202
A-1283,จันทร์เพ็ญ พลอยแก้ว,30,civil_servant,35000.0,30-60K,Songkhla,2025-06-19,false,,0,0.528958,54,0,0.0255,steady,1056561954816,1323043.7,21,158495.77,22,714.29,0.2076
A-1284,พรทิพย์ พงษ์สวัสดิ์,70,retired,20000.0,15-30K,Chiang Mai,2024-09-22,false,,0,0.381216,10,0,0.0193,steady,1116691496961,659206.86,12,82339.26,11,634.62,0.1604
A-1285,กิตติพงศ์ แสงจันทร์,24,driver,80000.0,60K+,Udon Thani,2022-10-08,false,,0,0.63866,16,0,0.2671,steady,1039382085634,140656.05,18,75384.95,10,641.39,0.2737
A-1286,สุวรรณา แซ่ลิ้ม,55,chef,80000.0,60K+,Chiang Mai,2021-03-11,false,,0,0.39542,7,0,0.0,steady,790273982465,105272.78,13,41228.77,7,875.2,0.141
A-1287,พงศ์พัฒน์ สิทธิชัย,65,merchant,20000.0,15-30K,Pathum Thani,2022-02-11,false,,0,0.39708,17,0,0.116,steady,1511828488194,97466.63,14,169319.34,21,828.59,0.1953
A-1288,รัตนา แซ่ตั้ง,43,merchant,20000.0,15-30K,Samut Prakan,2019-03-03,false,,0,0.350342,2,0,0.0,steady,541165879298,79445.83,10,74780.65,9,665.74,0.1417
A-1289,เกียรติศักดิ์ ตันติกุล,28,merchant,25000.0,15-30K,Phuket,2023-12-11,false,,0,0.714965,44,0,0.0565,steady,884763262979,885297.45,24,102685.33,12,689.32,0.2801
A-1290,สมหญิง กิจเจริญ,25,driver,20000.0,15-30K,Phuket,2022-09-30,false,,0,0.546291,20,0,0.0362,steady,1348619730944,547381.1,15,132538.34,19,697.49,0.2088
A-1291,สุวรรณา แซ่ลิ้ม,66,lawyer,35000.0,30-60K,Chonburi,2025-07-10,false,,0,0.488304,12,0,0.1129,steady,773094113282,115664.26,17,66196.62,10,673.88,0.2012
A-1292,ธีรภัทร ศักดิ์สิทธิ์,39,nurse,100000.0,60K+,Phuket,2020-09-29,false,,0,0.467601,33,0,0.0412,steady,1030792151043,959704.03,17,144761.79,17,568.49,0.1829
A-1293,ดวงใจ ภูวนาท,70,merchant,60000.0,60K+,Chiang Rai,2021-12-06,false,,0,0.396549,16,0,0.0183,steady,17179869186,523287.06,15,90375.08,12,830.05,0.1537
A-1294,อรุณี เทพพิทักษ์,26,teacher,45000.0,30-60K,Phuket,2019-03-09,false,,0,0.571611,13,17179869188,0.0136,steady,498216206338,617619.49,13,92106.15,14,821.44,0.1807
A-1295,พงศ์พัฒน์ วิไลวรรณ,41,chef,25000.0,15-30K,Udon Thani,2022-06-24,false,,0,0.537493,15,17179869188,0.011,steady,429496729601,857825.86,17,116181.52,15,630.88,0.2061
A-1296,เบญจมาศ อมรรัตน์,45,driver,45000.0,30-60K,Songkhla,2024-08-13,false,,0,0.401005,18,0,0.2647,steady,773094113283,114537.26,14,143954.47,20,725.69,0.2134
A-1297,ธนพร อินทร์แก้ว,70,chef,60000.0,60K+,Surat Thani,2020-05-21,false,,0,0.554462,28,0,0.0042,steady,1236950581250,1602727.99,24,77036.83,9,604.96,0.212
A-1298,อรทัย ศรีสุข,66,accountant,35000.0,30-60K,Rayong,2024-01-10,false,,0,0.562289,35,0,0.1883,steady,1219770712064,240562.42,21,140479.63,18,867.0,0.2515
A-1299,สมศักดิ์ คำแก้ว,28,student,45000.0,30-60K,Samut Prakan,2021-10-28,false,,0,0.468364,12,0,0.0,steady,180388626432,453674.45,13,71173.68,9,844.61,0.1565
A-1300,ชาญวิทย์ ไชยวงค์,48,civil_servant,100000.0,60K+,Surat Thani,2025-08-21,false,,0,0.689412,30,0,0.0263,steady,266287972355,989147.49,26,72239.91,11,736.06,0.2512
A-1301,สุวรรณา ลิ้มประเสริฐ,64,lawyer,20000.0,15-30K,Chonburi,2020-05-02,false,,0,0.630803,21,0,0.0131,steady,352187318274,155514.77,22,143686.7,18,588.48,0.242
A-1302,กิตติพงศ์ พิทักษ์,68,driver,80000.0,60K+,Surat Thani,2020-04-18,false,,0,0.400677,13,0,0.01,steady,1537598291968,768087.18,14,134300.4,14,718.91,0.1487
A-1303,กัญญา ลิ้มประเสริฐ,43,chef,100000.0,60K+,Bangkok,2025-09-16,false,,0,0.488055,14,0,0.0453,steady,738734374915,806768.34,19,92835.43,14,644.53,0.1909
A-1304,ดวงใจ สิทธิชัย,38,chef,20000.0,15-30K,Songkhla,2020-05-30,false,,0,0.475075,11,0,0.3416,steady,1297080123394,80799.82,13,129200.49,14,703.39,0.263
A-1305,ปิยะ แสงจันทร์,49,engineer,100000.0,60K+,Songkhla,2023-01-06,false,,0,0.510732,25,0,0.1609,steady,395136991234,205893.42,18,142848.39,17,507.44,0.2232
A-1306,ลัดดา เจริญผล,22,retired,20000.0,15-30K,Nonthaburi,2019-05-13,false,,0,0.431846,20,0,0.0045,steady,1168231104512,1183967.3,17,115109.28,12,673.27,0.1843
A-1307,รัตนา พิทักษ์,53,teacher,25000.0,15-30K,Samut Prakan,2022-10-27,false,,0,0.53912,39,0,0.0146,steady,335007449090,1207789.55,21,129347.7,17,778.37,0.2242
A-1308,อภิสิทธิ์ วิไลวรรณ,31,student,80000.0,60K+,Udon Thani,2023-07-19,false,,0,0.788966,26,0,0.0537,steady,515396075522,475084.92,22,114965.54,15,788.9,0.2647
A-1309,พงศ์พัฒน์ ศรีสุข,20,retired,35000.0,30-60K,Chiang Rai,2021-06-01,false,,0,0.410778,12,0,0.0414,steady,1563368095744,286151.56,13,106269.39,13,781.46,0.1553
A-1310,ชัยวัฒน์ ภูวนาท,43,driver,35000.0,30-60K,Surat Thani,2024-03-29,false,,0,0.661618,42,0,0.0349,steady,377957122048,1688319.56,21,168436.7,25,833.83,0.2343
A-1311,ปิยะ เทพพิทักษ์,59,chef,20000.0,15-30K,Chonburi,2023-01-05,false,,0,0.448214,22,0,0.0148,steady,558345748481,883216.73,13,189985.18,15,581.78,0.178
A-1312,ประเสริฐ ประเสริฐศรี,63,teacher,60000.0,60K+,Songkhla,2020-06-06,false,,0,0.565691,40,0,0.0242,steady,704374636548,787478.45,18,141381.27,22,603.27,0.2027
A-1313,อนุชา ภูวนาท,46,civil_servant,25000.0,15-30K,Nonthaburi,2025-07-22,false,,0,0.526758,10,0,0.2957,steady,1151051235329,94103.2,16,92035.39,11,819.22,0.2711
A-1314,ปิยะ เทพพิทักษ์,51,nurse,25000.0,15-30K,Bangkok,2021-03-17,false,,0,0.765974,31,0,0.279,steady,1503238553601,145420.72,24,134130.64,18,784.91,0.3436
A-1315,วันดี ภูวนาท,51,teacher,35000.0,30-60K,Phuket,2023-06-01,false,,0,0.75773,21,0,0.0497,steady,1039382085635,189360.53,24,99893.43,13,682.56,0.2628
A-1316,สมชาย พิทักษ์,65,accountant,100000.0,60K+,Khon Kaen,2020-12-26,false,,0,0.522496,32,17179869188,0.0202,steady,1151051235330,602076.48,15,115758.78,16,737.01,0.1822
A-1317,อัจฉรา ภูวนาท,34,lawyer,45000.0,30-60K,Surat Thani,2020-12-29,false,,0,0.44288,27,0,0.1948,steady,807453851650,254723.17,15,170473.45,20,773.77,0.2091
A-1318,สุภาพร แสงจันทร์,37,lawyer,60000.0,60K+,Surat Thani,2025-03-10,false,,0,0.47072,26,0,0.0527,steady,816043786242,393503.62,17,134174.77,15,529.19,0.1852
A-1319,สุภาพร แสงจันทร์,26,retired,35000.0,30-60K,Khon Kaen,2022-06-13,false,,0,0.44014,33,0,0.0635,steady,1065151889409,394862.45,16,144722.09,20,539.01,0.1799
A-1320,อัจฉรา ลิ้มประเสริฐ,48,merchant,35000.0,30-60K,Rayong,2021-06-18,false,,0,0.818193,23,17179869188,0.0981,steady,1649267441665,293924.89,25,100399.32,11,865.66,0.2905
A-1321,อัจฉรา ลิ้มประเสริฐ,59,teacher,35000.0,30-60K,Surat Thani,2021-06-06,false,,0,0.547769,22,0,0.0079,steady,335007449091,1949761.34,21,50336.33,8,640.08,0.2012
A-1322,พรรณี ตันติกุล,40,retired,45000.0,30-60K,Lampang,2022-05-10,false,,0,0.431026,24,0,0.01,steady,60129542145,1000910.83,20,76899.44,9,979.67,0.1756
A-1323,กัญญา รัตนกุล,68,chef,15000.0,15-30K,Nakhon Ratchasima,2022-03-21,false,,0,0.830763,49,0,0.0134,steady,420906795009,1342361.34,27,144887.45,19,613.99,0.3028
A-1324,รัฐพล ศักดิ์สิทธิ์,35,student,80000.0,60K+,Nonthaburi,2024-08-06,false,,0,0.456119,20,0,0.118,steady,807453851651,103180.69,13,126031.43,17,706.58,0.185
A-1325,ณัฐธิดา แซ่ตั้ง,48,merchant,20000.0,15-30K,Udon Thani,2023-08-18,false,,0,0.676064,23,17179869188,0.0079,steady,1649267441666,614426.73,21,79003.47,11,704.48,0.247
A-1326,กมลวรรณ ลิ้มประเสริฐ,57,office_worker,20000.0,15-30K,Rayong,2024-04-01,false,,0,0.684852,24,0,0.0086,steady,1348619730945,1885609.33,23,97705.22,13,622.12,0.2554
A-1327,กฤษณะ กิจเจริญ,33,chef,35000.0,30-60K,Songkhla,2024-08-28,false,,0,0.518893,25,0,0.0432,steady,472446402561,440049.95,15,116694.82,17,621.98,0.186
A-1328,ธนวัฒน์ ใจดี,70,driver,15000.0,15-30K,Bangkok,2019-08-17,false,,0,0.451307,16,0,0.4854,steady,592705486849,91819.72,13,148778.3,18,803.47,0.2951
A-1329,พงศ์พัฒน์ รัตนกุล,48,accountant,15000.0,15-30K,Lampang,2023-11-28,false,,0,0.529909,13,0,0.0339,steady,764504178689,659229.51,17,60770.38,10,779.55,0.2099
A-1330,ชัยวัฒน์ ชัยสิทธิ์,37,merchant,60000.0,60K+,Bangkok,2021-12-01,false,,0,0.630917,22,0,0.0769,steady,721554505731,712379.47,20,220571.21,21,699.85,0.2319
A-1331,กมลวรรณ เจริญผล,66,retired,35000.0,30-60K,Bangkok,2023-12-04,false,,0,0.504918,15,0,0.0582,steady,1073741824001,123562.31,18,74667.04,11,657.01,0.1945
A-1332,สมหญิง สุขสวัสดิ์,24,teacher,35000.0,30-60K,Pathum Thani,2024-12-07,false,,0,0.701845,36,17179869188,0.0655,steady,1657857376259,251494.61,26,97820.6,15,749.82,0.2645
A-1333,ศุภกร วงศ์สกุล,47,retired,25000.0,15-30K,Pathum Thani,2024-06-19,false,,0,0.468838,15,0,0.0063,steady,317827579907,2026569.82,18,73708.08,10,699.42,0.1943
A-1334,กฤษณะ รัตนกุล,40,driver,45000.0,30-60K,Nonthaburi,2020-08-24,false,,0,0.401136,45,0,0.0087,steady,1142461300736,1714119.4,18,162126.0,19,791.05,0.1668
A-1335,สุทธิพงศ์ มงคลชัย,53,civil_servant,15000.0,15-30K,Nonthaburi,2020-12-13,false,,0,0.44146,12,0,0.2367,steady,661424963585,100326.62,14,114719.3,15,632.16,0.2334
A-1336,ประเสริฐ รัตนกุล,59,student,100000.0,60K+,Samut Prakan,2021-07-18,false,,0,0.502162,28,0,0.0038,steady,231928233986,1748457.33,17,113393.15,18,838.3,0.1796
A-1337,รัฐพล วงศ์สกุล,42,chef,60000.0,60K+,Nakhon Ratchasima,2020-09-04,false,,0,0.639546,27,0,0.0249,steady,1125281431552,889515.55,23,111834.16,12,723.63,0.2309
A-1338,ธนพร จงรักษ์,62,nurse,35000.0,30-60K,Khon Kaen,2024-11-30,false,,0,0.664618,18,0,0.1616,steady,687194767361,93269.16,18,119462.82,17,768.07,0.2528
A-1339,อภิสิทธิ์ ศรีสุข,51,chef,20000.0,15-30K,Surat Thani,2021-10-24,false,,0,0.460397,24,0,0.0226,steady,609885356034,832951.61,16,136401.16,18,718.53,0.1921
A-1340,เกียรติศักดิ์ ประเสริฐศรี,40,teacher,80000.0,60K+,Samut Prakan,2025-06-26,false,,0,0.575476,20,0,0.0447,steady,953482739715,841805.78,20,78165.22,10,917.01,0.2124
A-1341,สุรชัย พงษ์สวัสดิ์,21,civil_servant,20000.0,15-30K,Samut Prakan,2019-04-07,false,,0,0.545296,22,0,0.0103,steady,1529008357376,1289268.86,17,148275.43,18,747.06,0.2088
A-1342,วิภาวดี พลอยแก้ว,60,retired,80000.0,60K+,Surat Thani,2023-11-10,false,,0,0.619871,26,17179869188,0.036,steady,609885356035,859925.68,23,117423.38,15,527.38,0.2296
A-1343,เบญจมาศ สิทธิชัย,25,nurse,20000.0,15-30K,Surat Thani,2024-11-04,false,,0,0.605551,19,0,0.1926,steady,309237645313,110029.2,17,130924.4,17,776.57,0.2658
A-1344,ดวงใจ อมรรัตน์,57,student,20000.0,15-30K,Bangkok,2022-08-03,false,,0,0.598155,35,0,0.1137,steady,979252543489,353060.88,21,152858.06,18,701.05,0.26
A-1345,สุทธิพงศ์ ประเสริฐศรี,47,merchant,100000.0,60K+,Chiang Mai,2019-09-23,false,,0,0.419108,28,0,0.0245,steady,128849018881,787410.83,16,149186.77,20,839.8,0.165
A-1346,วันดี รุ่งเรือง,64,office_worker,25000.0,15-30K,Samut Prakan,2024-09-04,false,,0,0.637974,28,0,0.0078,steady,1082331758594,576287.94,22,49698.03,9,741.99,0.2434
A-1347,สมหญิง วัฒนา,43,teacher,45000.0,30-60K,Samut Prakan,2020-06-07,false,,0,0.53624,29,0,0.0617,steady,678604832771,387353.25,17,171524.32,19,713.33,0.2011
A-1348,มาลี ใจดี,53,merchant,45000.0,30-60K,Surat Thani,2025-07-29,false,,0,0.602571,20,0,0.007,steady,395136991235,970049.69,18,57903.66,11,873.82,0.2022
A-1349,อัครพล เจริญผล,51,civil_servant,25000.0,15-30K,Lampang,2023-03-27,false,,0,0.411451,20,17179869188,0.1298,steady,369367187456,133953.39,13,173065.62,18,684.94,0.199
A-1350,สมหญิง อมรรัตน์,67,lawyer,15000.0,15-30K,Bangkok,2019-08-09,false,,0,0.564992,20,0,0.1099,steady,128849018882,369241.28,23,119361.93,17,700.68,0.256
A-1351,ปวีณา ไชยวงค์,44,teacher,25000.0,15-30K,Nakhon Ratchasima,2019-07-04,false,,0,0.576382,36,0,0.056,steady,1159641169920,718499.87,20,133849.5,17,652.78,0.2383
A-1352,อัจฉรา แซ่ตั้ง,46,retired,60000.0,60K+,Chiang Mai,2022-02-25,false,,0,0.496275,27,0,0.0262,steady,1486058684420,1324690.7,18,139208.57,16,746.85,0.187
A-1353,ปิยะ กิจเจริญ,34,lawyer,15000.0,15-30K,Samut Prakan,2023-08-10,false,,0,0.445405,21,0,0.074,steady,1159641169921,302315.34,16,146505.95,17,793.18,0.2014
A-1354,ณัฐพล ชูศรี,25,lawyer,100000.0,60K+,Samut Prakan,2019-03-14,false,,0,0.557478,18,0,0.028,steady,584115552256,1245965.25,21,82276.13,12,740.1,0.2074
A-1355,นิภา อมรรัตน์,49,driver,100000.0,60K+,Chonburi,2021-04-20,false,,0,0.578952,29,0,0.0324,steady,730144440321,719768.63,19,94266.06,13,689.4,0.2085
A-1356,สมหญิง แซ่ลิ้ม,21,engineer,60000.0,60K+,Rayong,2019-03-21,false,,0,0.447524,7,0,0.0354,steady,1073741824002,400750.34,11,115265.93,12,732.53,0.154
A-1357,สุรชัย สิทธิชัย,33,lawyer,35000.0,30-60K,Pathum Thani,2023-10-26,false,,0,0.670923,28,0,0.0238,steady,128849018883,593688.87,21,130436.54,17,778.23,0.2309
A-1358,สุทธิพงศ์ วงศ์สกุล,22,engineer,80000.0,60K+,Chiang Rai,2023-04-15,false,,0,0.729964,17,0,0.149,steady,1073741824003,148556.69,21,81271.99,10,666.99,0.272
A-1359,สุกัญญา รัตนกุล,60,chef,20000.0,15-30K,Nakhon Ratchasima,2025-09-30,false,,0,0.421435,11,0,0.0142,steady,1451698946050,675676.78,14,117280.13,15,656.64,0.1736
A-1360,ภูมิพัฒน์ ศรีสุข,40,chef,60000.0,60K+,Nakhon Ratchasima,2022-09-04,false,,0,0.704848,50,0,0.0307,steady,1537598291969,1625717.08,26,125093.77,15,700.95,0.259
A-1361,ธีรภัทร บุญมาก,29,merchant,25000.0,15-30K,Surat Thani,2024-02-25,false,,0,0.627324,37,0,0.0133,steady,335007449092,1730381.87,21,145981.8,22,741.63,0.2411
A-1362,วิภาวดี ชัยสิทธิ์,48,nurse,100000.0,60K+,Samut Prakan,2022-01-30,false,,0,0.568241,28,17179869188,0.0118,steady,1614907703298,1356669.68,21,109831.89,14,679.54,0.2073
A-1363,พรทิพย์ จงรักษ์,33,driver,25000.0,15-30K,Surat Thani,2020-02-18,false,,0,0.451518,20,0,0.019,steady,1400159338498,776138.17,17,114685.02,13,719.29,0.1918
A-1364,นิภา นาคสุข,36,teacher,15000.0,15-30K,Nakhon Ratchasima,2023-08-24,false,,0,0.531137,11,0,0.0955,steady,1151051235331,132535.61,16,72200.55,11,675.76,0.2221
A-1365,อัครพล พิทักษ์,26,teacher,20000.0,15-30K,Chonburi,2019-03-30,false,,0,0.446748,15,0,0.0113,steady,601295421441,2293144.39,16,75365.25,11,656.65,0.1849
A-1366,ปวีณา ศรีสุข,43,student,20000.0,15-30K,Bangkok,2025-08-22,false,,0,0.592367,21,0,0.0371,steady,1666447310850,541261.72,22,101850.58,12,687.55,0.2403
A-1367,อรทัย วัฒนา,61,accountant,25000.0,15-30K,Chiang Mai,2020-02-21,false,,0,0.599364,19,0,0.0472,steady,360777252865,262629.59,22,47955.12,8,633.61,0.2439
A-1368,ศุภกร คำแก้ว,23,teacher,80000.0,60K+,Chonburi,2023-07-16,false,,0,0.426423,27,0,0.0453,steady,1563368095745,330663.91,14,97274.97,13,495.77,0.1653
A-1369,สุภาพร เทพพิทักษ์,31,nurse,45000.0,30-60K,Chiang Rai,2024-02-10,false,,0,0.452743,17,0,0.0522,steady,1065151889410,425266.95,12,113414.07,14,637.09,0.1642
A-1370,ศุภกร รัตนกุล,51,chef,100000.0,60K+,Phuket,2019-10-17,false,,0,0.50071,10,17179869188,0.0187,steady,1425929142274,591638.05,14,78777.29,13,576.23,0.1704
A-1371,พรทิพย์ สว่างวงศ์,60,lawyer,15000.0,15-30K,Surat Thani,2023-05-26,false,,0,0.468474,26,17179869188,0.0038,steady,515396075523,1140613.12,18,96656.63,12,706.08,0.1956
A-1372,สมชาย ธนาคม,56,lawyer,60000.0,60K+,Chiang Rai,2023-06-19,false,,0,0.446595,33,17179869188,0.0688,steady,1082331758595,413044.17,15,180195.76,19,758.99,0.1794
A-1373,ชุติมา อินทร์แก้ว,69,nurse,15000.0,15-30K,Nakhon Ratchasima,2024-05-26,false,,0,0.518243,29,0,0.1048,steady,549755813889,798418.14,19,180275.34,22,769.03,0.2345
A-1374,เบญจมาศ พงษ์สวัสดิ์,35,student,35000.0,30-60K,Samut Prakan,2022-02-05,false,,0,0.587459,18,0,0.0116,steady,523986010112,1632761.86,19,79697.42,11,804.53,0.203
A-1375,เบญจมาศ ลิ้มประเสริฐ,42,teacher,25000.0,15-30K,Lampang,2021-10-05,false,,0,0.422334,23,0,0.0261,steady,884763262980,1377693.25,13,125336.29,16,714.52,0.1758
A-1376,อรทัย ภูวนาท,56,civil_servant,25000.0,15-30K,Surat Thani,2025-06-04,false,,0,0.604395,17,0,0.0,steady,214748364802,988309.82,15,123804.58,16,853.08,0.2108
A-1377,ภูมิพัฒน์ ทองดี,51,office_worker,20000.0,15-30K,Surat Thani,2019-09-28,false,,0,0.411769,22,0,0.0218,steady,738734374916,1290337.59,16,83666.02,10,685.93,0.1818
A-1378,อนุชา ธนาคม,41,civil_servant,35000.0,30-60K,Bangkok,2020-07-28,false,,0,0.52835,31,0,0.0096,steady,446676598785,1515144.43,18,109022.92,12,618.21,0.19
A-1379,พรรณี แซ่ตั้ง,57,retired,25000.0,15-30K,Chiang Mai,2020-05-09,false,,0,0.425643,18,0,0.0243,steady,970662608898,938916.38,14,108014.37,16,778.46,0.1782
A-1380,อนุชา คำแก้ว,57,merchant,60000.0,60K+,Samut Prakan,2022-06-30,false,,0,0.515756,12,0,0.0665,steady,1571958030336,743798.11,18,92311.66,10,833.04,0.1982
A-1381,อรทัย ประเสริฐศรี,31,retired,60000.0,60K+,Phuket,2021-08-12,false,,0,0.533944,21,17179869188,0.0179,steady,1692217114625,781170.59,15,106837.47,17,750.26,0.182
A-1382,อัครพล ชูศรี,28,teacher,15000.0,15-30K,Bangkok,2025-07-14,false,,0,0.570549,17,0,0.0068,steady,1511828488195,1301446.88,20,98336.07,14,758.47,0.2214
A-1383,สุทธิพงศ์ ศรีสุข,59,engineer,20000.0,15-30K,Nakhon Ratchasima,2024-09-03,false,,0,0.508111,17,0,0.0386,steady,1597727834115,742681.44,17,96079.55,19,583.9,0.2075
A-1384,กิตติพงศ์ มงคลชัย,30,student,20000.0,15-30K,Nakhon Ratchasima,2022-11-16,false,,0,0.393164,10,0,0.0295,steady,128849018884,742164.69,10,85402.25,12,375.25,0.1591
A-1385,สุทธิพงศ์ ไชยวงค์,36,merchant,15000.0,15-30K,Chonburi,2019-08-26,false,,0,0.506534,19,0,0.0215,steady,523986010113,112120.07,15,162360.95,20,787.55,0.197
A-1386,เบญจมาศ ชูศรี,44,driver,80000.0,60K+,Nonthaburi,2020-03-31,false,,0,0.430692,23,0,0.0578,steady,1348619730946,223568.63,10,110572.56,16,694.62,0.156
