account_id,customer_name,age,occupation,monthly_income,income_band,province,account_open_date,bot_confirmed_mule,bot_flagged_date,connected_component_id,community_id,pagerank_score,triangle_count,two_hop_ratio,device_pattern_cluster,behavior_profile,total_inflow_thb,total_outflow_thb,unique_senders,unique_receivers,avg_hold_time_hours,risk_score
A-1248,พงศ์พัฒน์ แซ่ตั้ง,63,civil_servant,20000.00,15-30K,Chiang Mai,2025-01-01,f,,0,0,0.688541,17,0.0359,352187318273,steady,150060.36,86709.95,20,12,688.03,0.2523
A-1249,ปิยะดา ธนาคม,55,lawyer,35000.00,30-60K,Rayong,2025-07-13,f,,0,0,0.68843,8,0.0353,953482739714,steady,137197.80,82637.03,16,11,656.73,0.218
A-1250,รัตนา พงษ์สวัสดิ์,63,engineer,100000.00,60K+,Udon Thani,2020-02-17,f,,0,0,0.539792,17,0.0169,704374636547,steady,1343514.48,122085.57,19,13,706.79,0.1946
A-1251,ธนวัฒน์ พานิชย์,49,civil_servant,15000.00,15-30K,Pathum Thani,2025-05-17,f,,0,0,0.480049,12,0.0131,1288490188800,steady,790012.79,66493.43,17,9,553.26,0.1946
A-1252,ธีรภัทร ลิ้มประเสริฐ,36,office_worker,35000.00,30-60K,Pathum Thani,2025-08-05,f,,0,0,0.498821,28,0.0389,627065225216,steady,1053109.86,97168.69,19,13,820.69,0.194
A-1253,อัครพล รัตนกุล,24,accountant,15000.00,15-30K,Samut Prakan,2022-04-30,f,,0,0,0.476863,18,0.3448,1486058684419,steady,131893.85,148837.07,15,19,595.19,0.2717
A-1254,ชัยวัฒน์ พลอยแก้ว,44,accountant,80000.00,60K+,Chonburi,2023-04-28,f,,0,0,0.606252,15,0.0208,635655159809,steady,523663.11,48109.35,21,7,576.15,0.2148
A-1255,ภูมิพัฒน์ สุขสวัสดิ์,31,lawyer,80000.00,60K+,Samut Prakan,2025-01-15,f,,0,0,0.507998,23,0.0195,1666447310849,steady,480513.20,133011.12,19,17,669.35,0.19
A-1256,ภูมิพัฒน์ อมรรัตน์,49,student,80000.00,60K+,Udon Thani,2025-01-27,f,,0,0,0.424442,28,0.0025,240518168577,steady,1037841.98,122990.37,15,17,581.67,0.1575
A-1257,สุกัญญา เทพพิทักษ์,37,engineer,20000.00,15-30K,Samut Prakan,2019-06-21,f,,0,0,0.493314,22,0.013,1468878815232,steady,1011308.60,82757.32,18,12,683.56,0.2022
A-1258,อภิสิทธิ์ พงษ์สวัสดิ์,33,merchant,20000.00,15-30K,Nakhon Ratchasima,2025-10-08,f,,0,0,0.444359,16,0.046,386547056642,steady,81504.04,88417.52,12,14,855.33,0.1808
A-1259,ณัฐพล พิทักษ์,48,engineer,35000.00,30-60K,Rayong,2019-09-29,f,,0,0,0.473596,33,0.0323,257698037762,steady,457536.15,123774.91,14,19,577.39,0.1725
A-1260,ณัฐพล ศักดิ์สิทธิ์,35,nurse,25000.00,15-30K,Bangkok,2024-12-15,f,,0,17179869188,0.51352,11,0.1289,824633720832,steady,158990.63,121897.36,19,15,855.01,0.2363
A-1261,สุวรรณา แซ่ลิ้ม,55,accountant,15000.00,15-30K,Samut Prakan,2022-12-21,f,,0,0,0.402982,25,0.04,592705486848,steady,1054952.14,161263.82,14,21,518.38,0.1789
A-1262,เกียรติศักดิ์ สว่างวงศ์,46,teacher,45000.00,30-60K,Nakhon Ratchasima,2023-05-01,f,,0,0,0.666424,31,0.1191,1683627180034,steady,607756.98,176429.68,21,19,687.39,0.2543
A-1263,สุกัญญา นาคสุข,65,teacher,100000.00,60K+,Surat Thani,2019-10-04,f,,0,0,0.440032,18,0.0098,1494648619009,steady,803035.45,72702.32,16,9,660.3,0.1637
A-1264,ปวีณา แสงจันทร์,35,nurse,35000.00,30-60K,Rayong,2022-10-24,f,,0,0,0.606851,15,0.0614,1597727834114,steady,743438.22,58884.22,22,7,759.08,0.2282
A-1265,ชัยวัฒน์ ศรีวิชัย,54,retired,35000.00,30-60K,Chiang Rai,2019-09-09,f,,0,0,0.554272,25,0.0089,927712935938,steady,1383612.63,113730.13,18,17,782.36,0.1939
A-1266,สราวุธ วัฒนา,32,civil_servant,35000.00,30-60K,Khon Kaen,2024-06-26,f,,0,0,0.604041,26,0.0314,1460288880640,steady,1338300.57,148960.01,19,19,660.12,0.2128
A-1267,กมลวรรณ ศรีวิชัย,32,retired,20000.00,15-30K,Pathum Thani,2024-06-24,f,,0,0,0.479203,35,0.0436,412316860416,steady,855712.65,151339.44,17,23,597.51,0.2062
A-1268,เกียรติศักดิ์ ลิ้มประเสริฐ,35,lawyer,60000.00,60K+,Khon Kaen,2022-04-14,f,,0,0,0.774485,24,0.3436,249108103170,steady,116100.98,203067.50,19,21,747.4,0.3245
A-1269,ดวงใจ สว่างวงศ์,52,accountant,100000.00,60K+,Samut Prakan,2020-03-19,f,,0,0,0.584039,15,0.2236,429496729600,steady,116504.75,112107.51,17,19,665.94,0.2486
A-1270,พิมพ์ชนก สิทธิชัย,43,driver,80000.00,60K+,Bangkok,2019-08-16,f,,0,0,0.770423,20,0.0682,549755813888,steady,418114.00,89248.41,26,11,778.79,0.276
A-1271,นพดล อมรรัตน์,38,teacher,35000.00,30-60K,Udon Thani,2022-10-23,f,,0,0,0.521283,35,0.0344,1340029796353,steady,1124958.58,161373.57,20,19,583.71,0.2017
A-1272,ธนวัฒน์ ลิ้มประเสริฐ,68,accountant,100000.00,60K+,Chonburi,2024-04-11,f,,0,17179869188,0.615275,26,0.054,438086664192,steady,521357.86,105866.13,22,14,822.15,0.23
A-1274,สมหญิง มงคลชัย,46,teacher,35000.00,30-60K,Surat Thani,2019-11-15,f,,0,0,0.50446,12,0.0209,1709396983808,steady,812509.66,125014.98,18,14,757.04,0.1845
A-1275,เกียรติศักดิ์ นาคสุข,23,civil_servant,100000.00,60K+,Phuket,2024-07-31,f,,0,0,0.50085,18,0.2105,1340029796354,steady,153137.34,78862.31,19,12,771.81,0.2354
A-1276,สมหญิง ตันติกุล,53,retired,45000.00,30-60K,Rayong,2025-02-12,f,,0,0,0.460942,21,0.0983,627065225217,steady,449166.81,151510.43,14,19,670.16,0.1843
A-1277,ชาญวิทย์ สมบูรณ์,26,merchant,25000.00,15-30K,Rayong,2021-10-24,f,,0,0,0.624896,37,0.0227,1391569403904,steady,1980905.35,117202.15,22,13,756.8,0.2461
A-1278,รัตนา ชูศรี,70,chef,20000.00,15-30K,Nakhon Ratchasima,2023-04-18,f,,0,0,0.651928,14,0.0433,1675037245441,steady,937285.33,95064.37,21,12,765.59,0.2494
A-1279,ศุภกร นาคสุข,63,merchant,15000.00,15-30K,Udon Thani,2020-02-27,f,,0,0,0.455485,20,0.0217,1090921693185,steady,625349.95,134555.23,15,17,660.32,0.187
A-1280,ลัดดา วัฒนา,64,teacher,20000.00,15-30K,Chiang Rai,2024-09-18,f,,0,0,0.671078,45,0.0316,1262720385028,steady,1199970.49,119421.21,24,18,786.09,0.2653
A-1281,วิชัย ศักดิ์สิทธิ์,34,engineer,100000.00,60K+,Lampang,2022-02-24,f,,0,17179869188,0.558154,21,0.0102,790273982464,steady,663214.43,48369.54,19,8,696.22,0.1974
A-1282,กฤษณะ จงรักษ์,40,office_worker,35000.00,30-60K,Lampang,2025-09-10,f,,0,0,0.591652,6,0.1231,987842478082,steady,147715.03,80762.77,16,14,748,0.2202
A-1283,จันทร์เพ็ญ พลอยแก้ว,30,civil_servant,35000.00,30-60K,Songkhla,2025-06-19,f,,0,0,0.528958,54,0.0255,1056561954816,steady,1323043.70,158495.77,21,22,714.29,0.2076
A-1284,พรทิพย์ พงษ์สวัสดิ์,70,retired,20000.00,15-30K,Chiang Mai,2024-09-22,f,,0,0,0.381216,10,0.0193,1116691496961,steady,659206.86,82339.26,12,11,634.62,0.1604
A-1285,กิตติพงศ์ แสงจันทร์,24,driver,80000.00,60K+,Udon Thani,2022-10-08,f,,0,0,0.63866,16,0.2671,1039382085634,steady,140656.05,75384.95,18,10,641.39,0.2737
A-1286,สุวรรณา แซ่ลิ้ม,55,chef,80000.00,60K+,Chiang Mai,2021-03-11,f,,0,0,0.39542,7,0,790273982465,steady,105272.78,41228.77,13,7,875.2,0.141
A-1287,พงศ์พัฒน์ สิทธิชัย,65,merchant,20000.00,15-30K,Pathum Thani,2022-02-11,f,,0,0,0.39708,17,0.116,1511828488194,steady,97466.63,169319.34,14,21,828.59,0.1953
A-1288,รัตนา แซ่ตั้ง,43,merchant,20000.00,15-30K,Samut Prakan,2019-03-03,f,,0,0,0.350342,2,0,541165879298,steady,79445.83,74780.65,10,9,665.74,0.1417
A-1289,เกียรติศักดิ์ ตันติกุล,28,merchant,25000.00,15-30K,Phuket,2023-12-11,f,,0,0,0.714965,44,0.0565,884763262979,steady,885297.45,102685.33,24,12,689.32,0.2801
A-1290,สมหญิง กิจเจริญ,25,driver,20000.00,15-30K,Phuket,2022-09-30,f,,0,0,0.546291,20,0.0362,1348619730944,steady,547381.10,132538.34,15,19,697.49,0.2088
A-1291,สุวรรณา แซ่ลิ้ม,66,lawyer,35000.00,30-60K,Chonburi,2025-07-10,f,,0,0,0.488304,12,0.1129,773094113282,steady,115664.26,66196.62,17,10,673.88,0.2012
A-1292,ธีรภัทร ศักดิ์สิทธิ์,39,nurse,100000.00,60K+,Phuket,2020-09-29,f,,0,0,0.467601,33,0.0412,1030792151043,steady,959704.03,144761.79,17,17,568.49,0.1829
A-1293,ดวงใจ ภูวนาท,70,merchant,60000.00,60K+,Chiang Rai,2021-12-06,f,,0,0,0.396549,16,0.0183,17179869186,steady,523287.06,90375.08,15,12,830.05,0.1537
A-1294,อรุณี เทพพิทักษ์,26,teacher,45000.00,30-60K,Phuket,2019-03-09,f,,0,17179869188,0.571611,13,0.0136,498216206338,steady,617619.49,92106.15,13,14,821.44,0.1807
A-1295,พงศ์พัฒน์ วิไลวรรณ,41,chef,25000.00,15-30K,Udon Thani,2022-06-24,f,,0,17179869188,0.537493,15,0.011,429496729601,steady,857825.86,116181.52,17,15,630.88,0.2061
A-1296,เบญจมาศ อมรรัตน์,45,driver,45000.00,30-60K,Songkhla,2024-08-13,f,,0,0,0.401005,18,0.2647,773094113283,steady,114537.26,143954.47,14,20,725.69,0.2134
A-1297,ธนพร อินทร์แก้ว,70,chef,60000.00,60K+,Surat Thani,2020-05-21,f,,0,0,0.554462,28,0.0042,1236950581250,steady,1602727.99,77036.83,24,9,604.96,0.212
A-1298,อรทัย ศรีสุข,66,accountant,35000.00,30-60K,Rayong,2024-01-10,f,,0,0,0.562289,35,0.1883,1219770712064,steady,240562.42,140479.63,21,18,867,0.2515
A-1299,สมศักดิ์ คำแก้ว,28,student,45000.00,30-60K,Samut Prakan,2021-10-28,f,,0,0,0.468364,12,0,180388626432,steady,453674.45,71173.68,13,9,844.61,0.1565
A-1300,ชาญวิทย์ ไชยวงค์,48,civil_servant,100000.00,60K+,Surat Thani,2025-08-21,f,,0,0,0.689412,30,0.0263,266287972355,steady,989147.49,72239.91,26,11,736.06,0.2512
A-1301,สุวรรณา ลิ้มประเสริฐ,64,lawyer,20000.00,15-30K,Chonburi,2020-05-02,f,,0,0,0.630803,21,0.0131,352187318274,steady,155514.77,143686.70,22,18,588.48,0.242
A-1302,กิตติพงศ์ พิทักษ์,68,driver,80000.00,60K+,Surat Thani,2020-04-18,f,,0,0,0.400677,13,0.01,1537598291968,steady,768087.18,134300.40,14,14,718.91,0.1487
A-1303,กัญญา ลิ้มประเสริฐ,43,chef,100000.00,60K+,Bangkok,2025-09-16,f,,0,0,0.488055,14,0.0453,738734374915,steady,806768.34,92835.43,19,14,644.53,0.1909
A-1304,ดวงใจ สิทธิชัย,38,chef,20000.00,15-30K,Songkhla,2020-05-30,f,,0,0,0.475075,11,0.3416,1297080123394,steady,80799.82,129200.49,13,14,703.39,0.263
A-1305,ปิยะ แสงจันทร์,49,engineer,100000.00,60K+,Songkhla,2023-01-06,f,,0,0,0.510732,25,0.1609,395136991234,steady,205893.42,142848.39,18,17,507.44,0.2232
A-1306,ลัดดา เจริญผล,22,retired,20000.00,15-30K,Nonthaburi,2019-05-13,f,,0,0,0.431846,20,0.0045,1168231104512,steady,1183967.30,115109.28,17,12,673.27,0.1843
A-1307,รัตนา พิทักษ์,53,teacher,25000.00,15-30K,Samut Prakan,2022-10-27,f,,0,0,0.53912,39,0.0146,335007449090,steady,1207789.55,129347.70,21,17,778.37,0.2242
A-1308,อภิสิทธิ์ วิไลวรรณ,31,student,80000.00,60K+,Udon Thani,2023-07-19,f,,0,0,0.788966,26,0.0537,515396075522,steady,475084.92,114965.54,22,15,788.9,0.2647
A-1309,พงศ์พัฒน์ ศรีสุข,20,retired,35000.00,30-60K,Chiang Rai,2021-06-01,f,,0,0,0.410778,12,0.0414,1563368095744,steady,286151.56,106269.39,13,13,781.46,0.1553
A-1310,ชัยวัฒน์ ภูวนาท,43,driver,35000.00,30-60K,Surat Thani,2024-03-29,f,,0,0,0.661618,42,0.0349,377957122048,steady,1688319.56,168436.70,21,25,833.83,0.2343
A-1311,ปิยะ เทพพิทักษ์,59,chef,20000.00,15-30K,Chonburi,2023-01-05,f,,0,0,0.448214,22,0.0148,558345748481,steady,883216.73,189985.18,13,15,581.78,0.178
A-1312,ประเสริฐ ประเสริฐศรี,63,teacher,60000.00,60K+,Songkhla,2020-06-06,f,,0,0,0.565691,40,0.0242,704374636548,steady,787478.45,141381.27,18,22,603.27,0.2027
A-1313,อนุชา ภูวนาท,46,civil_servant,25000.00,15-30K,Nonthaburi,2025-07-22,f,,0,0,0.526758,10,0.2957,1151051235329,steady,94103.20,92035.39,16,11,819.22,0.2711
A-1314,ปิยะ เทพพิทักษ์,51,nurse,25000.00,15-30K,Bangkok,2021-03-17,f,,0,0,0.765974,31,0.279,1503238553601,steady,145420.72,134130.64,24,18,784.91,0.3436
A-1315,วันดี ภูวนาท,51,teacher,35000.00,30-60K,Phuket,2023-06-01,f,,0,0,0.75773,21,0.0497,1039382085635,steady,189360.53,99893.43,24,13,682.56,0.2628
A-1316,สมชาย พิทักษ์,65,accountant,100000.00,60K+,Khon Kaen,2020-12-26,f,,0,17179869188,0.522496,32,0.0202,1151051235330,steady,602076.48,115758.78,15,16,737.01,0.1822
A-1317,อัจฉรา ภูวนาท,34,lawyer,45000.00,30-60K,Surat Thani,2020-12-29,f,,0,0,0.44288,27,0.1948,807453851650,steady,254723.17,170473.45,15,20,773.77,0.2091
A-1318,สุภาพร แสงจันทร์,37,lawyer,60000.00,60K+,Surat Thani,2025-03-10,f,,0,0,0.47072,26,0.0527,816043786242,steady,393503.62,134174.77,17,15,529.19,0.1852
A-1319,สุภาพร แสงจันทร์,26,retired,35000.00,30-60K,Khon Kaen,2022-06-13,f,,0,0,0.44014,33,0.0635,1065151889409,steady,394862.45,144722.09,16,20,539.01,0.1799
A-1320,อัจฉรา ลิ้มประเสริฐ,48,merchant,35000.00,30-60K,Rayong,2021-06-18,f,,0,17179869188,0.818193,23,0.0981,1649267441665,steady,293924.89,100399.32,25,11,865.66,0.2905
A-1321,อัจฉรา ลิ้มประเสริฐ,59,teacher,35000.00,30-60K,Surat Thani,2021-06-06,f,,0,0,0.547769,22,0.0079,335007449091,steady,1949761.34,50336.33,21,8,640.08,0.2012
A-1322,พรรณี ตันติกุล,40,retired,45000.00,30-60K,Lampang,2022-05-10,f,,0,0,0.431026,24,0.01,60129542145,steady,1000910.83,76899.44,20,9,979.67,0.1756
A-1323,กัญญา รัตนกุล,68,chef,15000.00,15-30K,Nakhon Ratchasima,2022-03-21,f,,0,0,0.830763,49,0.0134,420906795009,steady,1342361.34,144887.45,27,19,613.99,0.3028
A-1324,รัฐพล ศักดิ์สิทธิ์,35,student,80000.00,60K+,Nonthaburi,2024-08-06,f,,0,0,0.456119,20,0.118,807453851651,steady,103180.69,126031.43,13,17,706.58,0.185
A-1325,ณัฐธิดา แซ่ตั้ง,48,merchant,20000.00,15-30K,Udon Thani,2023-08-18,f,,0,17179869188,0.676064,23,0.0079,1649267441666,steady,614426.73,79003.47,21,11,704.48,0.247
A-1326,กมลวรรณ ลิ้มประเสริฐ,57,office_worker,20000.00,15-30K,Rayong,2024-04-01,f,,0,0,0.684852,24,0.0086,1348619730945,steady,1885609.33,97705.22,23,13,622.12,0.2554
A-1327,กฤษณะ กิจเจริญ,33,chef,35000.00,30-60K,Songkhla,2024-08-28,f,,0,0,0.518893,25,0.0432,472446402561,steady,440049.95,116694.82,15,17,621.98,0.186
A-1328,ธนวัฒน์ ใจดี,70,driver,15000.00,15-30K,Bangkok,2019-08-17,f,,0,0,0.451307,16,0.4854,592705486849,steady,91819.72,148778.30,13,18,803.47,0.2951
A-1329,พงศ์พัฒน์ รัตนกุล,48,accountant,15000.00,15-30K,Lampang,2023-11-28,f,,0,0,0.529909,13,0.0339,764504178689,steady,659229.51,60770.38,17,10,779.55,0.2099
A-1330,ชัยวัฒน์ ชัยสิทธิ์,37,merchant,60000.00,60K+,Bangkok,2021-12-01,f,,0,0,0.630917,22,0.0769,721554505731,steady,712379.47,220571.21,20,21,699.85,0.2319
A-1331,กมลวรรณ เจริญผล,66,retired,35000.00,30-60K,Bangkok,2023-12-04,f,,0,0,0.504918,15,0.0582,1073741824001,steady,123562.31,74667.04,18,11,657.01,0.1945
A-1332,สมหญิง สุขสวัสดิ์,24,teacher,35000.00,30-60K,Pathum Thani,2024-12-07,f,,0,17179869188,0.701845,36,0.0655,1657857376259,steady,251494.61,97820.60,26,15,749.82,0.2645
A-1333,ศุภกร วงศ์สกุล,47,retired,25000.00,15-30K,Pathum Thani,2024-06-19,f,,0,0,0.468838,15,0.0063,317827579907,steady,2026569.82,73708.08,18,10,699.42,0.1943
A-1334,กฤษณะ รัตนกุล,40,driver,45000.00,30-60K,Nonthaburi,2020-08-24,f,,0,0,0.401136,45,0.0087,1142461300736,steady,1714119.40,162126.00,18,19,791.05,0.1668
A-1335,สุทธิพงศ์ มงคลชัย,53,civil_servant,15000.00,15-30K,Nonthaburi,2020-12-13,f,,0,0,0.44146,12,0.2367,661424963585,steady,100326.62,114719.30,14,15,632.16,0.2334
A-1336,ประเสริฐ รัตนกุล,59,student,100000.00,60K+,Samut Prakan,2021-07-18,f,,0,0,0.502162,28,0.0038,231928233986,steady,1748457.33,113393.15,17,18,838.3,0.1796
A-1337,รัฐพล วงศ์สกุล,42,chef,60000.00,60K+,Nakhon Ratchasima,2020-09-04,f,,0,0,0.639546,27,0.0249,1125281431552,steady,889515.55,111834.16,23,12,723.63,0.2309
A-1338,ธนพร จงรักษ์,62,nurse,35000.00,30-60K,Khon Kaen,2024-11-30,f,,0,0,0.664618,18,0.1616,687194767361,steady,93269.16,119462.82,18,17,768.07,0.2528
A-1339,อภิสิทธิ์ ศรีสุข,51,chef,20000.00,15-30K,Surat Thani,2021-10-24,f,,0,0,0.460397,24,0.0226,609885356034,steady,832951.61,136401.16,16,18,718.53,0.1921
A-1340,เกียรติศักดิ์ ประเสริฐศรี,40,teacher,80000.00,60K+,Samut Prakan,2025-06-26,f,,0,0,0.575476,20,0.0447,953482739715,steady,841805.78,78165.22,20,10,917.01,0.2124
A-1341,สุรชัย พงษ์สวัสดิ์,21,civil_servant,20000.00,15-30K,Samut Prakan,2019-04-07,f,,0,0,0.545296,22,0.0103,1529008357376,steady,1289268.86,148275.43,17,18,747.06,0.2088
A-1342,วิภาวดี พลอยแก้ว,60,retired,80000.00,60K+,Surat Thani,2023-11-10,f,,0,17179869188,0.619871,26,0.036,609885356035,steady,859925.68,117423.38,23,15,527.38,0.2296
A-1343,เบญจมาศ สิทธิชัย,25,nurse,20000.00,15-30K,Surat Thani,2024-11-04,f,,0,0,0.605551,19,0.1926,309237645313,steady,110029.20,130924.40,17,17,776.57,0.2658
A-1344,ดวงใจ อมรรัตน์,57,student,20000.00,15-30K,Bangkok,2022-08-03,f,,0,0,0.598155,35,0.1137,979252543489,steady,353060.88,152858.06,21,18,701.05,0.26
A-1345,สุทธิพงศ์ ประเสริฐศรี,47,merchant,100000.00,60K+,Chiang Mai,2019-09-23,f,,0,0,0.419108,28,0.0245,128849018881,steady,787410.83,149186.77,16,20,839.8,0.165
A-1346,วันดี รุ่งเรือง,64,office_worker,25000.00,15-30K,Samut Prakan,2024-09-04,f,,0,0,0.637974,28,0.0078,1082331758594,steady,576287.94,49698.03,22,9,741.99,0.2434
A-1347,สมหญิง วัฒนา,43,teacher,45000.00,30-60K,Samut Prakan,2020-06-07,f,,0,0,0.53624,29,0.0617,678604832771,steady,387353.25,171524.32,17,19,713.33,0.2011
A-1348,มาลี ใจดี,53,merchant,45000.00,30-60K,Surat Thani,2025-07-29,f,,0,0,0.602571,20,0.007,395136991235,steady,970049.69,57903.66,18,11,873.82,0.2022
A-1349,อัครพล เจริญผล,51,civil_servant,25000.00,15-30K,Lampang,2023-03-27,f,,0,17179869188,0.411451,20,0.1298,369367187456,steady,133953.39,173065.62,13,18,684.94,0.199
A-1350,สมหญิง อมรรัตน์,67,lawyer,15000.00,15-30K,Bangkok,2019-08-09,f,,0,0,0.564992,20,0.1099,128849018882,steady,369241.28,119361.93,23,17,700.68,0.256
A-1351,ปวีณา ไชยวงค์,44,teacher,25000.00,15-30K,Nakhon Ratchasima,2019-07-04,f,,0,0,0.576382,36,0.056,1159641169920,steady,718499.87,133849.50,20,17,652.78,0.2383
A-1352,อัจฉรา แซ่ตั้ง,46,retired,60000.00,60K+,Chiang Mai,2022-02-25,f,,0,0,0.496275,27,0.0262,1486058684420,steady,1324690.70,139208.57,18,16,746.85,0.187
A-1353,ปิยะ กิจเจริญ,34,lawyer,15000.00,15-30K,Samut Prakan,2023-08-10,f,,0,0,0.445405,21,0.074,1159641169921,steady,302315.34,146505.95,16,17,793.18,0.2014
A-1354,ณัฐพล ชูศรี,25,lawyer,100000.00,60K+,Samut Prakan,2019-03-14,f,,0,0,0.557478,18,0.028,584115552256,steady,1245965.25,82276.13,21,12,740.1,0.2074
A-1355,นิภา อมรรัตน์,49,driver,100000.00,60K+,Chonburi,2021-04-20,f,,0,0,0.578952,29,0.0324,730144440321,steady,719768.63,94266.06,19,13,689.4,0.2085
A-1356,สมหญิง แซ่ลิ้ม,21,engineer,60000.00,60K+,Rayong,2019-03-21,f,,0,0,0.447524,7,0.0354,1073741824002,steady,400750.34,115265.93,11,12,732.53,0.154
A-1357,สุรชัย สิทธิชัย,33,lawyer,35000.00,30-60K,Pathum Thani,2023-10-26,f,,0,0,0.670923,28,0.0238,128849018883,steady,593688.87,130436.54,21,17,778.23,0.2309
A-1358,สุทธิพงศ์ วงศ์สกุล,22,engineer,80000.00,60K+,Chiang Rai,2023-04-15,f,,0,0,0.729964,17,0.149,1073741824003,steady,148556.69,81271.99,21,10,666.99,0.272
A-1359,สุกัญญา รัตนกุล,60,chef,20000.00,15-30K,Nakhon Ratchasima,2025-09-30,f,,0,0,0.421435,11,0.0142,1451698946050,steady,675676.78,117280.13,14,15,656.64,0.1736
A-1360,ภูมิพัฒน์ ศรีสุข,40,chef,60000.00,60K+,Nakhon Ratchasima,2022-09-04,f,,0,0,0.704848,50,0.0307,1537598291969,steady,1625717.08,125093.77,26,15,700.95,0.259
A-1361,ธีรภัทร บุญมาก,29,merchant,25000.00,15-30K,Surat Thani,2024-02-25,f,,0,0,0.627324,37,0.0133,335007449092,steady,1730381.87,145981.80,21,22,741.63,0.2411
A-1362,วิภาวดี ชัยสิทธิ์,48,nurse,100000.00,60K+,Samut Prakan,2022-01-30,f,,0,17179869188,0.568241,28,0.0118,1614907703298,steady,1356669.68,109831.89,21,14,679.54,0.2073
A-1363,พรทิพย์ จงรักษ์,33,driver,25000.00,15-30K,Surat Thani,2020-02-18,f,,0,0,0.451518,20,0.019,1400159338498,steady,776138.17,114685.02,17,13,719.29,0.1918
A-1364,นิภา นาคสุข,36,teacher,15000.00,15-30K,Nakhon Ratchasima,2023-08-24,f,,0,0,0.531137,11,0.0955,1151051235331,steady,132535.61,72200.55,16,11,675.76,0.2221
A-1365,อัครพล พิทักษ์,26,teacher,20000.00,15-30K,Chonburi,2019-03-30,f,,0,0,0.446748,15,0.0113,601295421441,steady,2293144.39,75365.25,16,11,656.65,0.1849
A-1366,ปวีณา ศรีสุข,43,student,20000.00,15-30K,Bangkok,2025-08-22,f,,0,0,0.592367,21,0.0371,1666447310850,steady,541261.72,101850.58,22,12,687.55,0.2403
A-1367,อรทัย วัฒนา,61,accountant,25000.00,15-30K,Chiang Mai,2020-02-21,f,,0,0,0.599364,19,0.0472,360777252865,steady,262629.59,47955.12,22,8,633.61,0.2439
A-1368,ศุภกร คำแก้ว,23,teacher,80000.00,60K+,Chonburi,2023-07-16,f,,0,0,0.426423,27,0.0453,1563368095745,steady,330663.91,97274.97,14,13,495.77,0.1653
A-1369,สุภาพร เทพพิทักษ์,31,nurse,45000.00,30-60K,Chiang Rai,2024-02-10,f,,0,0,0.452743,17,0.0522,1065151889410,steady,425266.95,113414.07,12,14,637.09,0.1642
A-1370,ศุภกร รัตนกุล,51,chef,100000.00,60K+,Phuket,2019-10-17,f,,0,17179869188,0.50071,10,0.0187,1425929142274,steady,591638.05,78777.29,14,13,576.23,0.1704
A-1371,พรทิพย์ สว่างวงศ์,60,lawyer,15000.00,15-30K,Surat Thani,2023-05-26,f,,0,17179869188,0.468474,26,0.0038,515396075523,steady,1140613.12,96656.63,18,12,706.08,0.1956
A-1372,สมชาย ธนาคม,56,lawyer,60000.00,60K+,Chiang Rai,2023-06-19,f,,0,17179869188,0.446595,33,0.0688,1082331758595,steady,413044.17,180195.76,15,19,758.99,0.1794
A-1373,ชุติมา อินทร์แก้ว,69,nurse,15000.00,15-30K,Nakhon Ratchasima,2024-05-26,f,,0,0,0.518243,29,0.1048,549755813889,steady,798418.14,180275.34,19,22,769.03,0.2345
A-1374,เบญจมาศ พงษ์สวัสดิ์,35,student,35000.00,30-60K,Samut Prakan,2022-02-05,f,,0,0,0.587459,18,0.0116,523986010112,steady,1632761.86,79697.42,19,11,804.53,0.203
A-1375,เบญจมาศ ลิ้มประเสริฐ,42,teacher,25000.00,15-30K,Lampang,2021-10-05,f,,0,0,0.422334,23,0.0261,884763262980,steady,1377693.25,125336.29,13,16,714.52,0.1758
A-1376,อรทัย ภูวนาท,56,civil_servant,25000.00,15-30K,Surat Thani,2025-06-04,f,,0,0,0.604395,17,0,214748364802,steady,988309.82,123804.58,15,16,853.08,0.2108
A-1377,ภูมิพัฒน์ ทองดี,51,office_worker,20000.00,15-30K,Surat Thani,2019-09-28,f,,0,0,0.411769,22,0.0218,738734374916,steady,1290337.59,83666.02,16,10,685.93,0.1818
A-1378,อนุชา ธนาคม,41,civil_servant,35000.00,30-60K,Bangkok,2020-07-28,f,,0,0,0.52835,31,0.0096,446676598785,steady,1515144.43,109022.92,18,12,618.21,0.19
A-1379,พรรณี แซ่ตั้ง,57,retired,25000.00,15-30K,Chiang Mai,2020-05-09,f,,0,0,0.425643,18,0.0243,970662608898,steady,938916.38,108014.37,14,16,778.46,0.1782
A-1380,อนุชา คำแก้ว,57,merchant,60000.00,60K+,Samut Prakan,2022-06-30,f,,0,0,0.515756,12,0.0665,1571958030336,steady,743798.11,92311.66,18,10,833.04,0.1982
A-1381,อรทัย ประเสริฐศรี,31,retired,60000.00,60K+,Phuket,2021-08-12,f,,0,17179869188,0.533944,21,0.0179,1692217114625,steady,781170.59,106837.47,15,17,750.26,0.182
A-1382,อัครพล ชูศรี,28,teacher,15000.00,15-30K,Bangkok,2025-07-14,f,,0,0,0.570549,17,0.0068,1511828488195,steady,1301446.88,98336.07,20,14,758.47,0.2214
A-1383,สุทธิพงศ์ ศรีสุข,59,engineer,20000.00,15-30K,Nakhon Ratchasima,2024-09-03,f,,0,0,0.508111,17,0.0386,1597727834115,steady,742681.44,96079.55,17,19,583.9,0.2075
